Data Model,Event Type,Field Group,Title,Data Type,Consistency,Required,Notes,Description
Provider,Update,Providers,Providers[].Roles[].Services[],Array of Objects,1,false,"","Describes the healthcare services that the provider offers while serving in the given role."
Provider,Update,Providers,Providers[].Roles[].Services[].Identifiers[],String,1,false,"","Lists one or more identifiers for the healthcare services associated with the role."
Provider,Update,Providers,Providers[].Roles[].Services[].Identifiers[].ID,String,1,false,"","Displays a string identifier provided by a third-party system for the given service."
Provider,Update,Providers,Providers[].Roles[].Services[].Identifiers[].IDType,String,1,false,"","Defines the type of identifier for the given service"
Provider,Update,Providers,Providers[].Roles[].Services[].Type,String,1,false,"","Describes the type of healthcare service that may be delivered or performed for the given service."
Provider,Update,Providers,Providers[].Roles[].Services[].Description,String,1,false,"","Contains a human-readable description of the given service."
Provider,Update,Providers,Providers[].Roles[].Services[].PhoneNumber.Office,String,1,false,"In E. 164 Format. (e.g. +16085551234)","Displays the office phone number for information on the given service."
Provider,Update,Providers,Providers[].Roles[].Availability[],Array of Objects,3,false,"","Defines the provider’s availability (day/time) when serving in the given role. OR Lists the typical days/times that the provider serves in the given role."
Provider,Update,Providers,Providers[].Roles[].Availability[].Days[],Array of Strings,1,false,"One of the following: Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday","Displays a list of days that the given role is available."
Provider,Update,Providers,Providers[].Roles[].Availability[].AvailableStartTime,Time,1,false,"[ISO 8601 Format](http://en.wikipedia.org/wiki/ISO_8601)","Displays the UTC start time for the provider's availability in the given role."
Provider,Update,Providers,Providers[].Roles[].Availability[].AvailableEndTime,Time,1,false,"[ISO 8601 Format](http://en.wikipedia.org/wiki/ISO_8601)","Displays the UTC end time for the provider’s availability in the given role."
Provider,Activate,Meta,Meta.DataModel,String,1,true,"","Provider"
Provider,Activate,Meta,Meta.EventType,String,1,true,"","ProviderQueryResponse"
Provider,Activate,Meta,Meta.EventDateTime,DateTime,1,false,"[ISO 8601 Format](http://en.wikipedia.org/wiki/ISO_8601)","Displays the UTC date and time that an outgoing request is delivered or an incoming request is received."
Provider,Activate,Meta,Meta.Test,Boolean,1,false,"","Indicates whether the request is a test or not."
Provider,Activate,Meta,Meta.Source,String,1,false,"Included in messages from Redox","Contains the information for the system initiating the message, including the source ID and name."
Provider,Activate,Meta,Meta.Source.ID,String,1,false,"UUID","Identifies the system initiating the message. If you have multiple OAuth API keys per environment type, this value is required. If you have only one OAuth API key per environment type, or you're using legacy API keys, this value is optional."
Provider,Activate,Meta,Meta.Source.Name,String,1,false,"","Displays the name of the system initiating the message."
Provider,Activate,Meta,Meta.Destinations[],Array of Objects,1,false,"Required when sending data to Redox.","Contains the information for the endpoint(s) receiving the request. A request must contain at least one destination, but asynchronous requests can have more than one destination. Synchronous requests like queries can only support one destination."
Provider,Activate,Meta,Meta.Destinations[].ID,String,1,false,"UUID","Identifies the endpoint that the request is directed to."
Provider,Activate,Meta,Meta.Destinations[].Name,String,1,false,"","Displays the name of the endpoint that the request is directed to."
Provider,Activate,Meta,Meta.Logs[],Array of Objects,1,false,"","Contains the log identifier(s) for the request."
Provider,Activate,Meta,Meta.Logs[].ID,String,1,false,"UUID","Identifies the request log(s) that correspond to this request. You can use this value to locate the relevant log in the Redox dashboard for support and reference."
Provider,Activate,Meta,Meta.Logs[].AttemptID,String,1,false,"UUID","Identifies the request log attempt value, which is useful when retries are possible."
Provider,Activate,Meta,Meta.FacilityCode,String,3,false,"Only use this field if a health system indicates you should. The code is specific to the health system's EHR and might not be unique across health systems. In general, the facility fields within the data models (e.g. OrderingFacility) are more reliable and informative.","Code for the facility related to the message."
Provider,Activate,Providers,Providers[],Array of Objects,1,false,"","The list of providers"
Provider,Activate,Providers,Providers[].Identifiers[],Array of Objects,1,false,"","Lists one or more identifiers associated with the provider."
Provider,Activate,Providers,Providers[].Identifiers[].ID,String,1,true,"","Displays an identifier used to identify the provider in the EHR system."
Provider,Activate,Providers,Providers[].Identifiers[].IDType,String,1,false,"e.g. NPI","Displays the type of identifier used to identify the provider."
Provider,Activate,Providers,Providers[].Demographics.FirstName,String,1,false,"","Displays the provider's first name."
Provider,Activate,Providers,Providers[].Demographics.LastName,String,1,false,"","Displays the provider's last name"
Provider,Activate,Providers,Providers[].Demographics.MiddleName,String,3,false,"","Displays the provider's middle name"
Provider,Activate,Providers,Providers[].Demographics.Credentials[],Array of Strings,3,false,"e.g. MD, PhD","Lists the provider’s relevant credentials."
Provider,Activate,Providers,Providers[].Demographics.Addresses[],Array of Objects,2,false,"These are addresses where the practitioner performs services, not residential addresses.","Displays a list of addresses associated with the provider."
Provider,Activate,Providers,Providers[].Demographics.Addresses[].Use,String,1,false,"e.g. Home, Office","The use for this address"
Provider,Activate,Providers,Providers[].Demographics.Addresses[].StreetAddress,String,1,false,"","Displays the street for a given address."
Provider,Activate,Providers,Providers[].Demographics.Addresses[].City,String,1,false,"","Displays the city for a given address."
Provider,Activate,Providers,Providers[].Demographics.Addresses[].State,String,1,false,"","Displays the state for a given address."
Provider,Activate,Providers,Providers[].Demographics.Addresses[].ZIP,String,1,false,"","Displays the postal code for a given address."
Provider,Activate,Providers,Providers[].Demographics.Addresses[].County,String,1,false,"","Displays the county for a given address."
Provider,Activate,Providers,Providers[].Demographics.Addresses[].Country,String,1,false,"","Displays the country for a given address."
Provider,Activate,Providers,Providers[].Demographics.EmailAddresses[],Array of Strings,2,false,"","Contains contact information for the provider, specifically any email addresses associated with the provider."
Provider,Activate,Providers,Providers[].Demographics.PhoneNumber.Home,String,2,false,"In E. 164 Format. (e.g. +16085551234)","Contains contact information for the provider, specifically any home phone numbers associated with the provider."
Provider,Activate,Providers,Providers[].Demographics.PhoneNumber.Office,String,1,false,"In E. 164 Format. (e.g. +16085551234)","Contains contact information for the provider, specifically any office phone numbers associated with the provider."
Provider,Activate,Providers,Providers[].Demographics.PhoneNumber.Mobile,String,2,false,"In E. 164 Format. (e.g. +16085551234)","Contains contact information for the provider, specifically any mobile phone numbers associated with the provider."
Provider,Activate,Providers,Providers[].Demographics.Sex,String,1,false,"","Displays the provider's sex."
Provider,Activate,Providers,Providers[].Demographics.DOB,String,1,false,"In [ISO 8601 format](http://en.wikipedia.org/wiki/ISO_8601)","Displays the provider's date of birth."
Provider,Activate,Providers,Providers[].Demographics.Languages[],Array of Strings,1,false,"","Lists one or more languages that the provider can use to communicate with patients."
Provider,Activate,Providers,Providers[].Qualifications[],Array of Objects,3,false,"","Lists one or more qualifications the provider has obtained through professional training and certification."
Provider,Activate,Providers,Providers[].Qualifications[].Identifiers[],Array of Objects,1,false,"","Displays a list of identifiers and types for a given qualification."
Provider,Activate,Providers,Providers[].Qualifications[].Identifiers[].ID,String,1,false,"","Displays a string identifier provided by a third-party system for the given qualification."
Provider,Activate,Providers,Providers[].Qualifications[].Identifiers[].IDType,String,1,false,"","Displays the type of the identifier for the given qualification."
Provider,Activate,Providers,Providers[].Qualifications[].Code,String,1,false,"","Displays a coded representation of the given qualification."
Provider,Activate,Providers,Providers[].Qualifications[].Codeset,String,1,false,"","Displays the codeset associated with the provided code."
Provider,Activate,Providers,Providers[].Qualifications[].Description,String,1,false,"","Contains a human-readable description of the given qualification."
Provider,Activate,Providers,Providers[].Qualifications[].StartDate,String,1,false,"In [ISO 8601 format](http://en.wikipedia.org/wiki/ISO_8601)","Displays the date that the given qualification is valid."
Provider,Activate,Providers,Providers[].Qualifications[].EndDate,String,1,false,"In [ISO 8601 format](http://en.wikipedia.org/wiki/ISO_8601)","Displays the date that the given qualification expires."
Provider,Activate,Providers,Providers[].Roles[],Array of Objects,2,false,"","Contains the role(s) that the provider has served or currently serves in."
Provider,Activate,Providers,Providers[].Roles[].Identifiers[],Array of Objects,1,false,"","Displays a list of identifiers and and types for the given role."
Provider,Activate,Providers,Providers[].Roles[].Identifiers[].ID,String,1,false,"","Displays a string identifier provided by a third-party system for the given role."
Provider,Activate,Providers,Providers[].Roles[].Identifiers[].IDType,String,1,false,"","Defines the type of identifier for the given role."
Provider,Activate,Providers,Providers[].Roles[].Organization,Object,1,false,"","Describes the organization where the provider has or currently operates in the given role."
Provider,Activate,Providers,Providers[].Roles[].Organization.Identifiers[],Array of Objects,1,false,"","Lists one or more identifiers for the organization associated with the role."
Provider,Activate,Providers,Providers[].Roles[].Organization.Identifiers[].ID,String,1,false,"","Displays a string identifier provided by a third-party system for the given organization."
Provider,Activate,Providers,Providers[].Roles[].Organization.Identifiers[].IDType,String,1,false,"","Displays the type of the identifier for the given organization."
Provider,Activate,Providers,Providers[].Roles[].Organization.IsActive,String,1,false,"","Indicates whether the given organization is currently active."
Provider,Activate,Providers,Providers[].Roles[].Organization.Type,String,1,false,"","Describes the type of the organization associated with the role."
Provider,Activate,Providers,Providers[].Roles[].Organization.Name,String,1,false,"","Displays the name of the organization associated with the role."
Provider,Activate,Providers,Providers[].Roles[].Organization.Address.StreetAddress,String,1,false,"","Displays the street address where the organization is based."
Provider,Activate,Providers,Providers[].Roles[].Organization.Address.City,String,1,false,"","Displays the city where the organization is based."
Provider,Activate,Providers,Providers[].Roles[].Organization.Address.State,String,1,false,"","Displays the state where the organization is based."
Provider,Activate,Providers,Providers[].Roles[].Organization.Address.ZIP,String,1,false,"","Displays the postal code where the organization is based."
Provider,Activate,Providers,Providers[].Roles[].Organization.Address.County,String,1,false,"","Displays the county where the organization is based."
Provider,Activate,Providers,Providers[].Roles[].Organization.Address.Country,String,1,false,"","Displays the country where the organization is based."
Provider,Activate,Providers,Providers[].Roles[].Specialties[],Array of Objects,2,false,"","Lists the coded representation of a given specialty associated with the role."
Provider,Activate,Providers,Providers[].Roles[].Specialties[].Code,String,2,false,"","Code"
Provider,Activate,Providers,Providers[].Roles[].Specialties[].Codeset,String,2,false,"","Code set"
Provider,Activate,Providers,Providers[].Roles[].Specialties[].Description,String,2,false,"","Description"
Provider,Activate,Providers,Providers[].Roles[].Locations[],Array of Objects,1,false,"","Lists the specific facilities where the provider provides care while serving in the given role."
Provider,Activate,Providers,Providers[].Roles[].Locations[].Identifiers[],Array of Objects,1,false,"","Displays a list of identifiers and types that identify the location/"
Provider,Activate,Providers,Providers[].Roles[].Locations[].Identifiers[].ID,String,1,false,"","Displays a string identifier provided by a third-party system for the given location."
Provider,Activate,Providers,Providers[].Roles[].Locations[].Identifiers[].IDType,String,1,false,"","Displays the type of the identifier for the given location."
Provider,Activate,Providers,Providers[].Roles[].Locations[].Status,String,1,false,"One of Active, Suspended, Inactive","Indicates whether the given location is currently active, suspended, or inactive."
Provider,Activate,Providers,Providers[].Roles[].Locations[].Name,String,1,false,"","Displays the name of the given location."
Provider,Activate,Providers,Providers[].Roles[].Locations[].Description,String,1,false,"","Contains a human-readable description of the given location."
Provider,Activate,Providers,Providers[].Roles[].Locations[].Address.StreetAddress,String,1,false,"","Displays the street for the given location."
Provider,Activate,Providers,Providers[].Roles[].Locations[].Address.City,String,1,false,"","Displays the city for the current location."
Provider,Activate,Providers,Providers[].Roles[].Locations[].Address.State,String,1,false,"","Displays the state/province for the given location."
Provider,Activate,Providers,Providers[].Roles[].Locations[].Address.ZIP,String,1,false,"","Displays the postal code for the given location."
Provider,Activate,Providers,Providers[].Roles[].Locations[].Address.County,String,1,false,"","Displays the county for the given location."
Provider,Activate,Providers,Providers[].Roles[].Locations[].Address.Country,String,1,false,"","Displays the country for the given location."
Provider,Activate,Providers,Providers[].Roles[].Locations[].EmailAddresses[],Array of Strings,1,false,"","Contains contact information for the location, specifically the email address(es)."
Provider,Activate,Providers,Providers[].Roles[].Locations[].PhoneNumber.Office,String,1,false,"In E. 164 Format. (e.g. +16085551234)","Contains contact information for the location, specifically the phone number(s)."
Provider,Activate,Providers,Providers[].Roles[].Services[],Array of Objects,1,false,"","Describes the healthcare services that the provider offers while serving in the given role."
Provider,Activate,Providers,Providers[].Roles[].Services[].Identifiers[],String,1,false,"","Lists one or more identifiers for the healthcare services associated with the role."
Provider,Activate,Providers,Providers[].Roles[].Services[].Identifiers[].ID,String,1,false,"","Displays a string identifier provided by a third-party system for the given service."
Provider,Activate,Providers,Providers[].Roles[].Services[].Identifiers[].IDType,String,1,false,"","Defines the type of identifier for the given service"
Provider,Activate,Providers,Providers[].Roles[].Services[].Type,String,1,false,"","Describes the type of healthcare service that may be delivered or performed for the given service."
Provider,Activate,Providers,Providers[].Roles[].Services[].Description,String,1,false,"","Contains a human-readable description of the given service."
Provider,Activate,Providers,Providers[].Roles[].Services[].PhoneNumber.Office,String,1,false,"In E. 164 Format. (e.g. +16085551234)","Displays the office phone number for information on the given service."
Provider,Activate,Providers,Providers[].Roles[].Availability[],Array of Objects,3,false,"","Defines the provider’s availability (day/time) when serving in the given role. OR Lists the typical days/times that the provider serves in the given role."
Provider,Activate,Providers,Providers[].Roles[].Availability[].Days[],Array of Strings,1,false,"One of the following: Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday","Displays a list of days that the given role is available."
Provider,Activate,Providers,Providers[].Roles[].Availability[].AvailableStartTime,Time,1,false,"[ISO 8601 Format](http://en.wikipedia.org/wiki/ISO_8601)","Displays the UTC start time for the provider's availability in the given role."
Provider,Activate,Providers,Providers[].Roles[].Availability[].AvailableEndTime,Time,1,false,"[ISO 8601 Format](http://en.wikipedia.org/wiki/ISO_8601)","Displays the UTC end time for the provider’s availability in the given role."
Provider,Deactivate,Meta,Meta.DataModel,String,1,true,"","Provider"
Provider,Deactivate,Meta,Meta.EventType,String,1,true,"","ProviderQueryResponse"
Provider,Deactivate,Meta,Meta.EventDateTime,DateTime,1,false,"[ISO 8601 Format](http://en.wikipedia.org/wiki/ISO_8601)","Displays the UTC date and time that an outgoing request is delivered or an incoming request is received."
Provider,Deactivate,Meta,Meta.Test,Boolean,1,false,"","Indicates whether the request is a test or not."
Provider,Deactivate,Meta,Meta.Source,String,1,false,"Included in messages from Redox","Contains the information for the system initiating the message, including the source ID and name."
Provider,Deactivate,Meta,Meta.Source.ID,String,1,false,"UUID","Identifies the system initiating the message. If you have multiple OAuth API keys per environment type, this value is required. If you have only one OAuth API key per environment type, or you're using legacy API keys, this value is optional."
Provider,Deactivate,Meta,Meta.Source.Name,String,1,false,"","Displays the name of the system initiating the message."
Provider,Deactivate,Meta,Meta.Destinations[],Array of Objects,1,false,"Required when sending data to Redox.","Contains the information for the endpoint(s) receiving the request. A request must contain at least one destination, but asynchronous requests can have more than one destination. Synchronous requests like queries can only support one destination."
Provider,Deactivate,Meta,Meta.Destinations[].ID,String,1,false,"UUID","Identifies the endpoint that the request is directed to."
Provider,Deactivate,Meta,Meta.Destinations[].Name,String,1,false,"","Displays the name of the endpoint that the request is directed to."
Provider,Deactivate,Meta,Meta.Logs[],Array of Objects,1,false,"","Contains the log identifier(s) for the request."
Provider,Deactivate,Meta,Meta.Logs[].ID,String,1,false,"UUID","Identifies the request log(s) that correspond to this request. You can use this value to locate the relevant log in the Redox dashboard for support and reference."
Provider,Deactivate,Meta,Meta.Logs[].AttemptID,String,1,false,"UUID","Identifies the request log attempt value, which is useful when retries are possible."
Provider,Deactivate,Meta,Meta.FacilityCode,String,3,false,"Only use this field if a health system indicates you should. The code is specific to the health system's EHR and might not be unique across health systems. In general, the facility fields within the data models (e.g. OrderingFacility) are more reliable and informative.","Code for the facility related to the message."
Provider,Deactivate,Providers,Providers[],Array of Objects,1,false,"","The list of providers"
Provider,Deactivate,Providers,Providers[].Identifiers[],Array of Objects,1,false,"","Lists one or more identifiers associated with the provider."
Provider,Deactivate,Providers,Providers[].Identifiers[].ID,String,1,true,"","Displays an identifier used to identify the provider in the EHR system."
Provider,Deactivate,Providers,Providers[].Identifiers[].IDType,String,1,false,"e.g. NPI","Displays the type of identifier used to identify the provider."
Provider,Deactivate,Providers,Providers[].Demographics.FirstName,String,1,false,"","Displays the provider's first name."
Provider,Deactivate,Providers,Providers[].Demographics.LastName,String,1,false,"","Displays the provider's last name"
Provider,Deactivate,Providers,Providers[].Demographics.MiddleName,String,3,false,"","Displays the provider's middle name"
Provider,Deactivate,Providers,Providers[].Demographics.Credentials[],Array of Strings,3,false,"e.g. MD, PhD","Lists the provider’s relevant credentials."
Provider,Deactivate,Providers,Providers[].Demographics.Addresses[],Array of Objects,2,false,"These are addresses where the practitioner performs services, not residential addresses.","Displays a list of addresses associated with the provider."
Provider,Deactivate,Providers,Providers[].Demographics.Addresses[].Use,String,1,false,"e.g. Home, Office","The use for this address"
Provider,Deactivate,Providers,Providers[].Demographics.Addresses[].StreetAddress,String,1,false,"","Displays the street for a given address."
Provider,Deactivate,Providers,Providers[].Demographics.Addresses[].City,String,1,false,"","Displays the city for a given address."
Provider,Deactivate,Providers,Providers[].Demographics.Addresses[].State,String,1,false,"","Displays the state for a given address."
Provider,Deactivate,Providers,Providers[].Demographics.Addresses[].ZIP,String,1,false,"","Displays the postal code for a given address."
Provider,Deactivate,Providers,Providers[].Demographics.Addresses[].County,String,1,false,"","Displays the county for a given address."
Provider,Deactivate,Providers,Providers[].Demographics.Addresses[].Country,String,1,false,"","Displays the country for a given address."
Provider,Deactivate,Providers,Providers[].Demographics.EmailAddresses[],Array of Strings,2,false,"","Contains contact information for the provider, specifically any email addresses associated with the provider."
Provider,Deactivate,Providers,Providers[].Demographics.PhoneNumber.Home,String,2,false,"In E. 164 Format. (e.g. +16085551234)","Contains contact information for the provider, specifically any home phone numbers associated with the provider."
Provider,Deactivate,Providers,Providers[].Demographics.PhoneNumber.Office,String,1,false,"In E. 164 Format. (e.g. +16085551234)","Contains contact information for the provider, specifically any office phone numbers associated with the provider."
Provider,Deactivate,Providers,Providers[].Demographics.PhoneNumber.Mobile,String,2,false,"In E. 164 Format. (e.g. +16085551234)","Contains contact information for the provider, specifically any mobile phone numbers associated with the provider."
Provider,Deactivate,Providers,Providers[].Demographics.Sex,String,1,false,"","Displays the provider's sex."
Provider,Deactivate,Providers,Providers[].Demographics.DOB,String,1,false,"In [ISO 8601 format](http://en.wikipedia.org/wiki/ISO_8601)","Displays the provider's date of birth."
Provider,Deactivate,Providers,Providers[].Demographics.Languages[],Array of Strings,1,false,"","Lists one or more languages that the provider can use to communicate with patients."
Provider,Deactivate,Providers,Providers[].Qualifications[],Array of Objects,3,false,"","Lists one or more qualifications the provider has obtained through professional training and certification."
Provider,Deactivate,Providers,Providers[].Qualifications[].Identifiers[],Array of Objects,1,false,"","Displays a list of identifiers and types for a given qualification."
Provider,Deactivate,Providers,Providers[].Qualifications[].Identifiers[].ID,String,1,false,"","Displays a string identifier provided by a third-party system for the given qualification."
Provider,Deactivate,Providers,Providers[].Qualifications[].Identifiers[].IDType,String,1,false,"","Displays the type of the identifier for the given qualification."
Provider,Deactivate,Providers,Providers[].Qualifications[].Code,String,1,false,"","Displays a coded representation of the given qualification."
Provider,Deactivate,Providers,Providers[].Qualifications[].Codeset,String,1,false,"","Displays the codeset associated with the provided code."
Provider,Deactivate,Providers,Providers[].Qualifications[].Description,String,1,false,"","Contains a human-readable description of the given qualification."
Provider,Deactivate,Providers,Providers[].Qualifications[].StartDate,String,1,false,"In [ISO 8601 format](http://en.wikipedia.org/wiki/ISO_8601)","Displays the date that the given qualification is valid."
Provider,Deactivate,Providers,Providers[].Qualifications[].EndDate,String,1,false,"In [ISO 8601 format](http://en.wikipedia.org/wiki/ISO_8601)","Displays the date that the given qualification expires."
Provider,Deactivate,Providers,Providers[].Roles[],Array of Objects,2,false,"","Contains the role(s) that the provider has served or currently serves in."
Provider,Deactivate,Providers,Providers[].Roles[].Identifiers[],Array of Objects,1,false,"","Displays a list of identifiers and and types for the given role."
Provider,Deactivate,Providers,Providers[].Roles[].Identifiers[].ID,String,1,false,"","Displays a string identifier provided by a third-party system for the given role."
Provider,Deactivate,Providers,Providers[].Roles[].Identifiers[].IDType,String,1,false,"","Defines the type of identifier for the given role."
Provider,Deactivate,Providers,Providers[].Roles[].Organization,Object,1,false,"","Describes the organization where the provider has or currently operates in the given role."
Provider,Deactivate,Providers,Providers[].Roles[].Organization.Identifiers[],Array of Objects,1,false,"","Lists one or more identifiers for the organization associated with the role."
Provider,Deactivate,Providers,Providers[].Roles[].Organization.Identifiers[].ID,String,1,false,"","Displays a string identifier provided by a third-party system for the given organization."
Provider,Deactivate,Providers,Providers[].Roles[].Organization.Identifiers[].IDType,String,1,false,"","Displays the type of the identifier for the given organization."
Provider,Deactivate,Providers,Providers[].Roles[].Organization.IsActive,String,1,false,"","Indicates whether the given organization is currently active."
Provider,Deactivate,Providers,Providers[].Roles[].Organization.Type,String,1,false,"","Describes the type of the organization associated with the role."
Provider,Deactivate,Providers,Providers[].Roles[].Organization.Name,String,1,false,"","Displays the name of the organization associated with the role."
Provider,Deactivate,Providers,Providers[].Roles[].Organization.Address.StreetAddress,String,1,false,"","Displays the street address where the organization is based."
Provider,Deactivate,Providers,Providers[].Roles[].Organization.Address.City,String,1,false,"","Displays the city where the organization is based."
Provider,Deactivate,Providers,Providers[].Roles[].Organization.Address.State,String,1,false,"","Displays the state where the organization is based."
Provider,Deactivate,Providers,Providers[].Roles[].Organization.Address.ZIP,String,1,false,"","Displays the postal code where the organization is based."
Provider,Deactivate,Providers,Providers[].Roles[].Organization.Address.County,String,1,false,"","Displays the county where the organization is based."
Provider,Deactivate,Providers,Providers[].Roles[].Organization.Address.Country,String,1,false,"","Displays the country where the organization is based."
Provider,Deactivate,Providers,Providers[].Roles[].Specialties[],Array of Objects,2,false,"","Lists the coded representation of a given specialty associated with the role."
Provider,Deactivate,Providers,Providers[].Roles[].Specialties[].Code,String,2,false,"","Code"
Provider,Deactivate,Providers,Providers[].Roles[].Specialties[].Codeset,String,2,false,"","Code set"
Provider,Deactivate,Providers,Providers[].Roles[].Specialties[].Description,String,2,false,"","Description"
Provider,Deactivate,Providers,Providers[].Roles[].Locations[],Array of Objects,1,false,"","Lists the specific facilities where the provider provides care while serving in the given role."
Provider,Deactivate,Providers,Providers[].Roles[].Locations[].Identifiers[],Array of Objects,1,false,"","Displays a list of identifiers and types that identify the location/"
Provider,Deactivate,Providers,Providers[].Roles[].Locations[].Identifiers[].ID,String,1,false,"","Displays a string identifier provided by a third-party system for the given location."
Provider,Deactivate,Providers,Providers[].Roles[].Locations[].Identifiers[].IDType,String,1,false,"","Displays the type of the identifier for the given location."
Provider,Deactivate,Providers,Providers[].Roles[].Locations[].Status,String,1,false,"One of Active, Suspended, Inactive","Indicates whether the given location is currently active, suspended, or inactive."
Provider,Deactivate,Providers,Providers[].Roles[].Locations[].Name,String,1,false,"","Displays the name of the given location."
Provider,Deactivate,Providers,Providers[].Roles[].Locations[].Description,String,1,false,"","Contains a human-readable description of the given location."
Provider,Deactivate,Providers,Providers[].Roles[].Locations[].Address.StreetAddress,String,1,false,"","Displays the street for the given location."
Provider,Deactivate,Providers,Providers[].Roles[].Locations[].Address.City,String,1,false,"","Displays the city for the current location."
Provider,Deactivate,Providers,Providers[].Roles[].Locations[].Address.State,String,1,false,"","Displays the state/province for the given location."
Provider,Deactivate,Providers,Providers[].Roles[].Locations[].Address.ZIP,String,1,false,"","Displays the postal code for the given location."
Provider,Deactivate,Providers,Providers[].Roles[].Locations[].Address.County,String,1,false,"","Displays the county for the given location."
Provider,Deactivate,Providers,Providers[].Roles[].Locations[].Address.Country,String,1,false,"","Displays the country for the given location."
Provider,Deactivate,Providers,Providers[].Roles[].Locations[].EmailAddresses[],Array of Strings,1,false,"","Contains contact information for the location, specifically the email address(es)."
Provider,Deactivate,Providers,Providers[].Roles[].Locations[].PhoneNumber.Office,String,1,false,"In E. 164 Format. (e.g. +16085551234)","Contains contact information for the location, specifically the phone number(s)."
Provider,Deactivate,Providers,Providers[].Roles[].Services[],Array of Objects,1,false,"","Describes the healthcare services that the provider offers while serving in the given role."
Provider,Deactivate,Providers,Providers[].Roles[].Services[].Identifiers[],String,1,false,"","Lists one or more identifiers for the healthcare services associated with the role."
Provider,Deactivate,Providers,Providers[].Roles[].Services[].Identifiers[].ID,String,1,false,"","Displays a string identifier provided by a third-party system for the given service."
Provider,Deactivate,Providers,Providers[].Roles[].Services[].Identifiers[].IDType,String,1,false,"","Defines the type of identifier for the given service"
Provider,Deactivate,Providers,Providers[].Roles[].Services[].Type,String,1,false,"","Describes the type of healthcare service that may be delivered or performed for the given service."
Provider,Deactivate,Providers,Providers[].Roles[].Services[].Description,String,1,false,"","Contains a human-readable description of the given service."
Provider,Deactivate,Providers,Providers[].Roles[].Services[].PhoneNumber.Office,String,1,false,"In E. 164 Format. (e.g. +16085551234)","Displays the office phone number for information on the given service."
Provider,Deactivate,Providers,Providers[].Roles[].Availability[],Array of Objects,3,false,"","Defines the provider’s availability (day/time) when serving in the given role. OR Lists the typical days/times that the provider serves in the given role."
Provider,Deactivate,Providers,Providers[].Roles[].Availability[].Days[],Array of Strings,1,false,"One of the following: Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday","Displays a list of days that the given role is available."
Provider,Deactivate,Providers,Providers[].Roles[].Availability[].AvailableStartTime,Time,1,false,"[ISO 8601 Format](http://en.wikipedia.org/wiki/ISO_8601)","Displays the UTC start time for the provider's availability in the given role."
Provider,Deactivate,Providers,Providers[].Roles[].Availability[].AvailableEndTime,Time,1,false,"[ISO 8601 Format](http://en.wikipedia.org/wiki/ISO_8601)","Displays the UTC end time for the provider’s availability in the given role."
Provider,ProviderQuery,Meta,Meta.DataModel,String,1,true,"","Provider"
Provider,ProviderQuery,Meta,Meta.EventType,String,1,true,"","ProviderQuery"
Provider,ProviderQuery,Meta,Meta.EventDateTime,DateTime,1,false,"[ISO 8601 Format](http://en.wikipedia.org/wiki/ISO_8601)","Displays the UTC date and time that an outgoing request is delivered or an incoming request is received."
Provider,ProviderQuery,Meta,Meta.Test,Boolean,1,false,"","Indicates whether the request is a test or not."
Provider,ProviderQuery,Meta,Meta.Source,String,1,false,"Included in messages from Redox","Contains the information for the system initiating the message, including the source ID and name."
Provider,ProviderQuery,Meta,Meta.Source.ID,String,1,false,"UUID","Identifies the system initiating the message. If you have multiple OAuth API keys per environment type, this value is required. If you have only one OAuth API key per environment type, or you're using legacy API keys, this value is optional."
Provider,ProviderQuery,Meta,Meta.Source.Name,String,1,false,"","Displays the name of the system initiating the message."
Provider,ProviderQuery,Meta,Meta.Destinations[],Array of Objects,1,false,"Required when sending data to Redox.","Contains the information for the endpoint(s) receiving the request. A request must contain at least one destination, but asynchronous requests can have more than one destination. Synchronous requests like queries can only support one destination."
Provider,ProviderQuery,Meta,Meta.Destinations[].ID,String,1,false,"UUID","Identifies the endpoint that the request is directed to."
Provider,ProviderQuery,Meta,Meta.Destinations[].Name,String,1,false,"","Displays the name of the endpoint that the request is directed to."
Provider,ProviderQuery,Meta,Meta.Logs[],Array of Objects,1,false,"","Contains the log identifier(s) for the request."
Provider,ProviderQuery,Meta,Meta.Logs[].ID,String,1,false,"UUID","Identifies the request log(s) that correspond to this request. You can use this value to locate the relevant log in the Redox dashboard for support and reference."
Provider,ProviderQuery,Meta,Meta.Logs[].AttemptID,String,1,false,"UUID","Identifies the request log attempt value, which is useful when retries are possible."
Provider,ProviderQuery,Meta,Meta.FacilityCode,String,3,false,"Only use this field if a health system indicates you should. The code is specific to the health system's EHR and might not be unique across health systems. In general, the facility fields within the data models (e.g. OrderingFacility) are more reliable and informative.","Code for the facility related to the message."
Provider,ProviderQuery,Provider,Provider.Identifiers[],Array of Objects,1,false,"","List of IDs and ID types that identify the provider"
Provider,ProviderQuery,Provider,Provider.Identifiers[].ID,String,1,false,"","ID for the provider"
Provider,ProviderQuery,Provider,Provider.Identifiers[].IDType,String,1,false,"","Type of ID for the provider"
Provider,ProviderQuery,Provider,Provider.Demographics.FirstName,String,1,false,"","Provider's first name"
Provider,ProviderQuery,Provider,Provider.Demographics.LastName,String,1,false,"","Provider's last name"
